"FIPS","StateName","CountyName","Votes","Trump","Clinton","Other","TrumpPCT","ClintonPCT","OtherPCT","TrumpVClinton","TrumpVClintonPCT","FIPSWinner","StateWinner","UrbanPCT","MedianAge","WhiteAlonePCT","BlackAlonePCT","HispanicPCT","PovertyPCT","MedianHouseholdIncome","EmplPopRatio16Over","HighSchoolorHigherPCT","BAorHigherPCT"
"01029","Alabama","Cleburne, AL",6593,5764,684,145,87.4260579402396,10.3746397694525,2.1993022903079,5080,77.0514181707872,"Trump","Trump",0,"41.3",93.9741367817624,2.94627383015598,2.29969337421677,18.9,42.136,"51.1","75.1","12.1"
"01031","Alabama","Coffee, AL",20767,15875,4221,671,76.4433957721385,20.3255164443588,3.23108778350267,11654,56.1178793277796,"Trump","Trump",52.8049171137984,"38.8",76.7765898907319,17.3512302491942,6.43817309959909,16.2,46.858,"52.1","84.6","23.9"
"01033","Alabama","Colbert, AL",24915,16746,7312,857,67.212522576761,29.3477824603652,3.43969496287377,9434,37.8647401163958,"Trump","Trump",56.1053134416109,"42.2",79.5514657262508,15.5719638527661,2.42634633752112,18.1,41.171,"48.2","83.9","18.6"
"01035","Alabama","Conecuh, AL",6585,3420,3080,85,51.9362186788155,46.7729688686409,1.29081245254366,340,5.16324981017464,"Trump","Trump",19.0504989416389,"43.7",52.1570151574038,44.7104547221143,1.63233579479207,28.3,29.981,"36.2","78.1","8.2"
"01037","Alabama","Coosa, AL",5252,3381,1782,89,64.3754760091394,33.9299314546839,1.69459253617669,1599,30.4455445544554,"Trump","Trump",0,"45.1",67.3528611589734,30.688310510565,2.14926997370092,20.3,36.078,"41.7","74.1","8.5"
"01039","Alabama","Covington, AL",15940,13267,2387,286,83.2308657465496,14.9749058971142,1.79422835633626,10880,68.2559598494354,"Trump","Trump",30.3482060108566,"42.6",84.3425011877738,13.0206408699784,1.53090851501874,22.3,36.355,"46.5","79.8","14.3"
"01041","Alabama","Crenshaw, AL",6267,4513,1664,90,72.0121270145205,26.5517791606829,1.43609382479655,2849,45.4603478538376,"Trump","Trump",0,"41.3",71.5023676280671,23.5112641698952,1.70038743004735,19.9,36.759,"50.6","78","14.3"
"01043","Alabama","Cullman, AL",37873,32989,3798,1086,87.1042695323845,10.028252316954,2.86747815066142,29191,77.0760172154305,"Trump","Trump",26.7604407631271,"40.5",95.693200765763,1.19063792996974,4.31420984375965,19.4,39.29,"49.7","81.8","14.6"
"01045","Alabama","Dale, AL",18749,13808,4413,528,73.6465944850392,23.5372553202837,2.81615019467705,9395,50.1093391647555,"Trump","Trump",49.1114604684484,"36.8",74.6640997874303,19.6486584045241,5.97601572213532,18.5,45.294,"47.7","85.4","16.4"
"01047","Alabama","Dallas, AL",18792,5789,12836,167,30.8056619838229,68.3056619838229,0.888676032354193,-7047,-37.5,"Clinton","Trump",54.3610223642172,"38.7",28.6686909901789,69.184419034967,0.308393035061916,34.6,29.682,"43.5","78.1","14"
"01049","Alabama","Dekalb, AL",25826,21405,3622,799,82.8815921939131,14.0246263455433,3.09378146054364,17783,68.8569658483699,"Trump","Trump",9.8693554964913,"39.3",86.4172341982327,1.82219845781505,14.0105251308606,20.6,37.305,"50.1","72.4","11.2"
"01051","Alabama","Elmore, AL",37260,27634,8443,1183,74.1653247450349,22.6596886741814,3.17498658078368,19191,51.5056360708535,"Trump","Trump",45.8116338600053,"37.9",75.5160159974246,21.2188749798794,2.75992719438357,14,53.548,"52.2","86.6","21.4"
"01053","Alabama","Escambia, AL",14845,9935,4605,305,66.9248905355338,31.020545638262,2.05456382620411,5330,35.9043448972718,"Trump","Trump",36.4884261071531,"40.3",61.4287597205747,33.4203242388296,1.22841702912877,24.4,36.84,"40.3","79.9","12.5"
"01055","Alabama","Etowah, AL",44164,32353,10442,1369,73.2564985055701,23.6436916945929,3.09980979983697,21911,49.6128068109773,"Trump","Trump",62.5165182418845,"40.8",81.2520478769539,15.4434014995278,3.60426343889135,19,42.145,"49.4","82.5","16"
"01057","Alabama","Fayette, AL",8249,6712,1362,175,81.3674384773912,16.5110922536065,2.1214692690023,5350,64.8563462237847,"Trump","Trump",19.7668348703671,"43.2",85.546875,12.3875473484848,0.745738636363636,20.4,37.085,"44.8","77.6","14.1"
"01059","Alabama","Franklin, AL",12040,9466,2197,377,78.6212624584718,18.2475083056478,3.1312292358804,7269,60.3737541528239,"Trump","Trump",29.6334847337875,"38.8",88.2721122842511,4.9124359865967,15.6730100524752,21.1,38.535,"49.4","74.6","11.4"
"01061","Alabama","Geneva, AL",11758,9994,1525,239,84.997448545671,12.9698928389182,2.03265861541078,8469,72.0275557067528,"Trump","Trump",10.3583426651736,"42.2",86.5000932314003,8.90173410404624,3.62856610106284,22.4,36.289,"48.3","79","12.3"
"01063","Alabama","Greene, AL",4880,838,4013,29,17.172131147541,82.233606557377,0.594262295081967,-3175,-65.0614754098361,"Clinton","Trump",0,"42.4",17.7877428998505,80.6599977003564,0.701391284350926,37.7,25.398,"35.2","75.9","10.9"
"01065","Alabama","Hale, AL",8040,3173,4775,92,39.4651741293532,59.3905472636816,1.14427860696517,-1602,-19.9253731343284,"Clinton","Trump",10.8312182741117,"40.2",39.964604090194,58.2459360251704,1.11431567907708,28.5,35.47,"43.6","80.7","13.9"
"01067","Alabama","Henry, AL",8072,5632,2292,148,69.7720515361744,28.394449950446,1.83349851337958,3340,41.3776015857284,"Trump","Trump",12.2471390590683,"43.0",70.3686529098076,28.3503361929052,2.48666821238117,17,42.501,"49.7","78.8","16.5"
"01069","Alabama","Houston, AL",42639,30728,10664,1247,72.0654799596613,25.0099674007364,2.92455263960224,20064,47.0555125589249,"Trump","Trump",66.195948674013,"39.0",69.7065698224738,26.4251357042131,3.22406166090366,18.3,43.568,"54","84.7","20.6"
"01071","Alabama","Jackson, AL",20984,16672,3673,639,79.451010293557,17.503812428517,3.04517727792604,12999,61.94719786504,"Trump","Trump",22.9826967516486,"42.2",90.9704880817253,3.09307604994325,2.74309496783958,18.4,40.201,"48.9","76.9","12.4"
"01073","Alabama","Jefferson, AL",304191,134768,156873,12550,44.3037433717631,51.5705592867639,4.12569734147296,-22105,-7.26681591500077,"Clinton","Trump",90.1662348549507,"37.4",52.7687830222176,42.3482533314315,3.79211138862503,18,48.415,"56","88.4","30.8"
"01075","Alabama","Lamar, AL",6966,5823,1036,107,83.5917312661499,14.8722365776629,1.5360321561872,4787,68.7194946884869,"Trump","Trump",0,"43.7",87.3841364183118,11.0733743720371,1.38682516097078,24.7,36.52,"47","77.4","11.5"
"01077","Alabama","Lauderdale, AL",39525,27899,9952,1674,70.5857052498419,25.1790006325111,4.23529411764706,17947,45.4067046173308,"Trump","Trump",50.7048938075052,"41.1",86.9264694782018,9.96258235655671,2.40357139006006,17.3,43.008,"52.4","84.3","21.8"
"01079","Alabama","Lawrence, AL",14829,10833,3627,369,73.0528019421404,24.4588306696338,2.48836738822577,7206,48.5939712725066,"Trump","Trump",8.71021287748624,"41.7",77.3477044006431,11.4571547668671,2.07526945751206,18.7,41.771,"47","78.9","11.1"
"01081","Alabama","Lee, AL",59191,34617,21230,3344,58.4835532428917,35.8669392306263,5.64950752648207,13387,22.6166140122654,"Trump","Trump",72.5905010445856,"30.3",69.8878011948444,23.2444927209866,3.71898636923607,21,46.442,"56.3","88.6","34"
"01083","Alabama","Limestone, AL",40294,29067,9468,1759,72.1372909117983,23.4972948826128,4.36541420558892,19599,48.6399960291855,"Trump","Trump",42.3908579159721,"39.0",81.0539947075052,12.8663926580711,5.78458420134001,14.3,55.06,"53.4","83.1","23.2"
"01085","Alabama","Lowndes, AL",6684,1751,4883,50,26.1968880909635,73.0550568521843,0.748055056852184,-3132,-46.8581687612208,"Clinton","Trump",0,"39.5",25.4980450567864,74.0551107801154,0.33513312232359,35.2,31.117,"40.9","74.1","14.1"
"01087","Alabama","Macon, AL",9140,1431,7566,143,15.6564551422319,82.7789934354486,1.56455142231947,-6135,-67.1225382932166,"Clinton","Trump",44.4527316800298,"37.5",16.8348486362274,81.2818463382955,1.56359276651014,32.2,29.522,"45.3","81.4","19.3"
"01089","Alabama","Madison, AL",163389,89520,62822,11047,54.7894901125535,38.4493448151344,6.76116507231209,26698,16.340145297419,"Trump","Trump",83.5584852349535,"37.8",68.9297940757076,24.0842517275818,4.68020251819951,13.3,59.117,"59","90.7","39.4"
"01091","Alabama","Marengo, AL",10994,5233,5615,146,47.5986901946516,51.0733127160269,1.32799708932145,-382,-3.4746225213753,"Clinton","Trump",30.6843582061159,"42.2",46.6955579631636,51.4281493154733,2.26041564069733,23.3,35.389,"42.4","84.6","15.3"
"01093","Alabama","Marion, AL",12984,11274,1432,278,86.8299445471349,11.0289587184227,2.14109673444239,9842,75.8009858287123,"Trump","Trump",11.1450480894203,"44.1",93.6189818014282,3.85033073353737,2.38917958337447,19.8,34.977,"46.8","78.1","11.5"
"01095","Alabama","Marshall, AL",35316,29233,4917,1166,82.7755125155737,13.9228678219504,3.30161966247593,24316,68.8526446936233,"Trump","Trump",46.7313129575678,"38.8",92.0131894230157,1.92010008693993,12.6635424839373,20.1,40.599,"51.9","77.5","16.6"
"01097","Alabama","Mobile, AL",172737,95116,72186,5435,55.0640569188998,41.7895413258306,3.14640175526957,22930,13.2745155930692,"Trump","Trump",79.9797574771424,"37.0",60.0037175528846,35.0451779235295,2.63535875592334,18.4,42.53,"52.6","85.3","22"
"01099","Alabama","Monroe, AL",10271,5795,4332,144,56.4209911401032,42.1770032129296,1.40200564696719,1463,14.2439879271736,"Trump","Trump",20.9554361019594,"41.1",55.4305261736508,42.2289237970923,1.08925597515416,28.6,35.163,"37.3","80.8","12.2"
"01101","Alabama","Montgomery, AL",95878,34003,58916,2959,35.4648615949436,61.448924675108,3.08621372994848,-24913,-25.9840630801644,"Clinton","Trump",89.5087699410977,"35.2",38.9238092733346,56.0892968291122,3.4150382663125,22.8,42.666,"55.4","85.4","31.1"
"01103","Alabama","Morgan, AL",50644,37486,11254,1904,74.018639917858,22.221783429429,3.75957665271306,26232,51.796856488429,"Trump","Trump",61.4026278349653,"39.5",82.6899637687209,12.286076837026,7.81226520628454,16.4,47.234,"54.1","82.8","21.3"
"01105","Alabama","Perry, AL",5278,1407,3824,47,26.657824933687,72.4516862447897,0.890488821523304,-2417,-45.7938613111027,"Clinton","Trump",0,"36.3",30.6335923490735,68.0314803745766,0.926479378362223,40,26.218,"35.6","74.6","13.2"
"01107","Alabama","Pickens, AL",9542,5456,3972,114,57.1787885139384,41.6264933976106,1.19471808845106,1484,15.5522951163278,"Trump","Trump",0,"42.4",56.1794923448832,42.365028203062,1.63678485092667,24.3,33.16,"41.7","78.7","9.9"
"01109","Alabama","Pike, AL",13168,7693,5056,419,58.4219319562576,38.3961117861482,3.18195625759417,2637,20.0258201701093,"Trump","Trump",48.3206176479528,"31.3",57.8736238877997,38.1993666113708,0.871663399185643,25.9,34.442,"52.7","79.7","23.4"
"01111","Alabama","Randolph, AL",10187,7705,2291,191,75.6356140178659,22.4894473348385,1.87493864729557,5414,53.1461666830274,"Trump","Trump",18.657530659451,"42.8",77.2077004592017,19.9576121511833,2.94948781349347,18.7,37.333,"47.6","75.7","15.1"
"01113","Alabama","Russell, AL",19256,9210,9579,467,47.8292480265891,49.7455338595762,2.42521811383465,-369,-1.91628583298712,"Clinton","Trump",64.5910061004401,"34.8",53.2263044149429,41.869918699187,4.84374463997805,23,36.124,"50.8","82.3","17.1"
"01115","Alabama","St. Clair, AL",38400,31651,5589,1160,82.4244791666667,14.5546875,3.02083333333333,26062,67.8697916666667,"Trump","Trump",27.2032347206106,"39.8",87.3940184477779,9.47312028323861,2.2279418615485,12.4,53.558,"54.2","83.2","15.6"
"01117","Alabama","Shelby, AL",101254,73020,22977,5257,72.1156695044146,22.6924368420013,5.19189365358406,50043,49.4232326624133,"Trump","Trump",77.0551298152088,"37.9",81.3079152950425,11.7623937503071,5.84778656709085,8.5,70.879,"63.7","91.4","40.8"
"01119","Alabama","Sumter, AL",6411,1581,4746,84,24.6607393542349,74.0290126345344,1.3102480112307,-3165,-49.3682732802995,"Clinton","Trump",0,"36.7",24.9981260775054,72.4458436399071,0.397271568847912,33.2,25.931,"40.3","78.3","16.3"
"01121","Alabama","Talladega, AL",33407,20614,12121,672,61.7056305564702,36.2828149788966,2.01155446463316,8493,25.4228155775736,"Trump","Trump",44.1846617491585,"40.9",64.6647101440377,31.9547625772069,2.17100335228459,22.4,37.911,"46.9","79.3","13.1"
"01123","Alabama","Tallapoosa, AL",19486,13594,5519,373,69.7629067022478,28.3228984912245,1.91419480652776,8075,41.4400082110233,"Trump","Trump",25.7737408688966,"42.8",70.2937817413068,27.711223969091,2.47126576434282,21.7,39.051,"47.8","79.8","17.3"
"01125","Alabama","Tuscaloosa, AL",82700,47723,31762,3215,57.7061668681983,38.4062877871826,3.88754534461911,15961,19.2998790810157,"Trump","Trump",74.4919242150255,"31.9",66.1485198894532,30.5834638677429,3.21563619311776,20,47.868,"53.9","87","28.5"
"01127","Alabama","Walker, AL",29472,24266,4497,709,82.335776330076,15.2585504885993,2.40567318132465,19769,67.0772258414766,"Trump","Trump",25.912000358086,"42.4",91.1169091212475,5.76581769640338,2.26476343613003,20.6,37.305,"45.4","78.3","10.8"
"01129","Alabama","Washington, AL",8533,6042,2374,117,70.8074534161491,27.8213992734091,1.37114731044181,3668,42.98605414274,"Trump","Trump",0,"40.9",65.6351120786021,24.8514443725363,1.25904571394952,22.4,42.658,"41.8","80.5","9.9"
"01131","Alabama","Wilcox, AL",6123,1742,4339,42,28.4501061571125,70.8639555773314,0.6859382655561,-2597,-42.4138494202188,"Clinton","Trump",0,"40.2",27.3520249221184,72.0249221183801,0.587449933244326,33.2,23.014,"32.1","77.4","12.5"
"01133","Alabama","Winston, AL",10313,9228,872,213,89.4792979734316,8.45534761950936,2.06535440705905,8356,81.0239503539222,"Trump","Trump",15.1078255187061,"43.9",96.1748860339826,0.505594695399917,2.76419394944053,18.9,36.497,"45.3","74.4","11.4"
"04001","Arizona","Apache, AZ",27661,8240,17083,2338,29.7892339394816,61.7584324500199,8.45233361049854,-8843,-31.9691985105383,"Clinton","Trump",25.9389244665679,"33.4",23.2405301979923,0.612833453496756,6.30442016527092,38,31.072,"34.5","76.8","10.8"
"04003","Arizona","Cochise, AZ",50015,28092,17450,4473,56.1671498550435,34.889533140058,8.94331700489853,10642,21.2776167149855,"Trump","Trump",63.6989325902578,"40.0",80.0203629856456,3.87436654916813,33.9074564008423,16.9,43.451,"42.3","86.6","22.9"
"04005","Arizona","Coconino, AZ",59784,21108,32404,6272,35.3071055800883,54.2017931219055,10.4911012980062,-11296,-18.8946875418172,"Clinton","Trump",68.5339344298882,"30.8",62.8159267306018,1.56326581371021,13.8374993599169,19.5,51.955,"58.9","88.4","33.6"
"04007","Arizona","Gila, AZ",22515,14182,7003,1330,62.9891183655341,31.1037086386853,5.90717299578059,7179,31.8854097268488,"Trump","Trump",58.9380002612086,"48.6",79.1441737985517,0.722279695288254,18.5629643562494,21.3,41.346,"41.4","84","16.7"
"04009","Arizona","Graham, AZ",12281,8025,3301,955,65.3448416252748,26.8789186548327,7.77623971989252,4724,38.4659229704422,"Trump","Trump",53.5626007522837,"32.0",77.044403453899,2.09051781752079,31.7641083219718,22.9,44.169,"42.4","84.8","13.2"
"04011","Arizona","Greenlee, AZ",3300,1892,1092,316,57.3333333333333,33.0909090909091,9.57575757575758,800,24.2424242424242,"Trump","Trump",53.4313144482636,"33.0",89.3605231076139,1.54050759171007,47.0131885182312,10.1,58.854,"49.7","85.7","10.8"
"04012","Arizona","La Paz, AZ",5951,4003,1575,373,67.2660057133255,26.4661401445135,6.26785414216098,2428,40.799865568812,"Trump","Trump",43.6722143589243,"54.8",73.926727317433,0.196705188099336,25.473321858864,22.2,34.835,"37","75.9","9.9"
"04013","Arizona","Maricopa, AZ",1567834,747361,702907,117566,47.668375606091,44.8329989016694,7.49862549223961,44454,2.83537670442152,"Trump","Trump",97.6362003050994,"35.6",79.5807665381745,5.2210436512588,30.0893721303597,16.3,56.017,"58.4","86.8","30.4"
"04015","Arizona","Mohave, AZ",79943,58282,17455,4206,72.9044444166469,21.8343069436974,5.26124863965576,40827,51.0701374729495,"Trump","Trump",77.0363561887445,"49.2",89.045642745449,1.12705421858558,15.6415652875168,17.4,40.36,"39.5","84","11.8"
"04017","Arizona","Navajo, AZ",40294,20577,16459,3258,51.0671564004566,40.8472725467812,8.0855710527622,4118,10.2198838536755,"Trump","Trump",45.8617576710812,"35.7",48.4004607267593,0.669725793267444,11.0583711079735,28.1,37.658,"39.7","81.5","14.7"
"04019","Arizona","Pima, AZ",421640,167428,224661,29551,39.7087562849824,53.2826581918224,7.00858552319514,-57233,-13.57390190684,"Clinton","Trump",92.4765088552766,"38.0",77.8838440638654,3.61759253788292,35.7111454057286,18.7,47.107,"52.6","87.6","30.3"
"04021","Arizona","Pinal, AZ",129546,72819,47892,8835,56.2109212171738,36.9691074984947,6.81997128433143,24927,19.2418137186791,"Trump","Trump",78.0953774915507,"37.6",79.3725562636618,4.60628264729124,29.0923924756011,15.8,50.888,"44.3","85","18"
"04023","Arizona","Santa Cruz, AZ",16433,3897,11690,846,23.7144769670784,71.1373455851031,5.14817744781841,-7793,-47.4228686180247,"Clinton","Trump",73.1168283424715,"36.5",79.7548488517834,0.350519406028934,82.7756888237418,24.4,34.893,"49.1","73.2","22"
"04025","Arizona","Yavapai, AZ",114450,71330,35590,7530,62.3241590214067,31.0965487112276,6.57929226736566,35740,31.2276103101791,"Trump","Trump",66.8028223074116,"51.3",91.6243819329988,0.594918424415267,14.0660012222449,15.1,47.22,"44.6","89.7","25.6"
"04027","Arizona","Yuma, AZ",53010,25165,24605,3240,47.4721750613092,46.415770609319,6.11205432937182,560,1.05640445199019,"Trump","Trump",89.5704236504539,"33.8",77.141393291196,2.1183622596521,61.1058836280156,21.1,40.426,"46.1","71.1","14.4"
"05001","Arkansas","Arkansas, AR",6212,3826,1939,447,61.5904700579524,31.2137797810689,7.19575016097875,1887,30.3766902768835,"Trump","Trump",65.2926021347074,"41.4",72.3826811168651,25.684693823074,2.9149538198708,20.7,41.179,"54.3","82.1","12.4"
"05003","Arkansas","Ashley, AR",8083,5338,2408,337,66.0398366942967,29.7909192131634,4.1692440925399,2930,36.2489174811332,"Trump","Trump",48.3183086990345,"41.4",70.8323519713599,25.9880352348203,5.07795939516699,19.6,39.871,"46.7","84.9","13.2"
"05005","Arkansas","Baxter, AR",19766,14682,4169,915,74.2790650612162,21.091773752909,4.62916118587473,10513,53.1872913083072,"Trump","Trump",34.157974610363,"51.5",96.7519493177388,0.328947368421053,1.94444444444444,16.4,36.902,"44","87.4","17.9"
"05007","Arkansas","Benton, AR",96824,60871,28005,7948,62.8676774353466,28.923613980005,8.20870858464843,32866,33.9440634553416,"Trump","Trump",74.8399513867868,"35.0",87.9289498652382,1.49077658082771,15.981662314545,10.8,60.294,"60.9","86.8","30.2"
"05009","Arkansas","Boone, AR",16111,12235,2926,950,75.9419030476072,18.1615045621004,5.89659239029235,9309,57.7803984855068,"Trump","Trump",37.8018047313227,"41.4",96.5401455932522,0.354581352244339,2.24568189754748,16.5,40.909,"51.6","85.8","14.7"
"05011","Arkansas","Bradley, AR",3653,2164,1317,172,59.2389816589105,36.052559540104,4.70845880098549,847,23.1864221188065,"Trump","Trump",50.4084115397984,"40.6",60.5925397108692,28.9577012314831,13.9568088524005,28,37.331,"47.5","79.5","13"
"05013","Arkansas","Calhoun, AR",2269,1556,639,74,68.5764654032613,28.1621859850154,3.26134861172323,917,40.4142794182459,"Trump","Trump",0,"44.9",76.3965681601525,22.1734985700667,3.4699714013346,16.7,40.526,"51.4","80.7","10.4"
"05015","Arkansas","Carroll, AR",10758,6786,3342,630,63.0786391522588,31.0652537646403,5.85610708310095,3444,32.0133853876185,"Trump","Trump",27.1660715586971,"44.2",94.3622218201556,0.564501537904831,14.2934684277185,16.6,37.587,"51.9","83.2","16.7"
"05017","Arkansas","Chicot, AR",4176,1716,2350,110,41.0919540229885,56.2739463601533,2.63409961685824,-634,-15.1819923371648,"Clinton","Trump",45.7203389830508,"43.4",42.8256848410112,53.9152646877477,5.32017968818814,31.4,29.968,"41.8","78.9","11.1"
"05019","Arkansas","Clark, AR",8526,4404,3620,502,51.6537649542576,42.458362655407,5.88787239033544,784,9.19540229885057,"Trump","Trump",45.6229615133725,"34.0",73.3374357171113,23.9154322886906,4.32508461166542,22.5,37.856,"51.8","86.8","23.9"
"05021","Arkansas","Clay, AR",5200,3781,1199,220,72.7115384615385,23.0576923076923,4.23076923076923,2582,49.6538461538462,"Trump","Trump",41.1428216128832,"43.8",96.3701298701299,0.363636363636364,1.74025974025974,20.8,35.324,"50.2","78.6","11"
"05023","Arkansas","Cleburne, AR",12085,9458,2101,526,78.2623086470832,17.3851882498966,4.35250310302027,7357,60.8771203971866,"Trump","Trump",24.4782441278398,"47.1",97.2035315623663,0.517288320174244,2.38419353584069,15.6,43.913,"45.5","85","16.8"
"05025","Arkansas","Cleveland, AR",3354,2462,723,169,73.4048896839595,21.5563506261181,5.03875968992248,1739,51.8485390578414,"Trump","Trump",0,"42.4",86.7097532314924,10.9870740305523,1.98589894242068,18.1,44.123,"47.8","86.2","15.4"
"05027","Arkansas","Columbia, AR",8887,5456,3140,291,61.3930460222797,35.3325081579836,3.27444581973669,2316,26.0605378642962,"Trump","Trump",42.5138481590094,"36.0",60.0485057754758,35.5941957495787,2.68837094586262,23.8,38.057,"53.3","84.2","20"
"05029","Arkansas","Conway, AR",7927,4849,2656,422,61.1706824776082,33.5057398763719,5.32357764601993,2193,27.6649426012363,"Trump","Trump",29.4833826916749,"40.7",85.4097584083373,12.0369493131217,3.87494078635718,17.8,43.702,"49.5","84.3","16.5"
"05031","Arkansas","Craighead, AR",35573,22892,10538,2143,64.3521772130548,29.6235909257021,6.02423186124308,12354,34.7285862873528,"Trump","Trump",67.8317762823637,"33.5",81.3320316737173,13.6674259681093,4.68696072340719,17.3,42.46,"57.6","87.5","25.4"
"05033","Arkansas","Crawford, AR",22450,16686,4488,1276,74.3251670378619,19.9910913140312,5.6837416481069,12198,54.3340757238307,"Trump","Trump",48.0386776005682,"38.8",90.9389777806569,1.13202047029863,6.59616505797759,14.4,46.545,"52.5","85.5","14.5"
"05035","Arkansas","Crittenden, AR",15952,6964,8410,578,43.6559679037111,52.7206619859579,3.62337011033099,-1446,-9.06469408224674,"Clinton","Trump",79.112804997839,"34.6",45.5681704008842,50.8509996985833,2.25057771526173,25.9,37.371,"54.6","81.1","16.4"
"05037","Arkansas","Cross, AR",6874,4584,1999,291,66.6860634274076,29.0805935408787,4.2333430317137,2585,37.605469886529,"Trump","Trump",43.2120872971461,"40.1",74.8726169347913,23.0262781244633,1.72897463788859,21.5,39.132,"52","80.1","13.7"
"05039","Arkansas","Dallas, AR",2771,1509,1165,97,54.4568747744497,42.0425839047275,3.50054132082281,344,12.4142908697221,"Trump","Trump",47.3632331197634,"43.4",55.4270462633452,41.2175902389426,2.78342653787494,21.3,33.352,"48.6","83.1","13.1"
"05041","Arkansas","Desha, AR",4257,1919,2228,110,45.0786939159032,52.3373267559314,2.58397932816537,-309,-7.2586328400282,"Clinton","Trump",68.5808733087331,"39.4",49.8828661442766,48.0571936343808,4.64496324420389,30.9,30.987,"45.2","77.5","11.9"
"05043","Arkansas","Drew, AR",6595,3968,2365,262,60.1667930250189,35.8605003790751,3.97270659590599,1603,24.3062926459439,"Trump","Trump",51.3912150845535,"37.5",68.0949839914621,28.7886872998933,2.88153681963714,21.2,39.339,"48.7","82.6","20.5"
