"StateName","CountyName","FIPSWinner","VariableName","VariableValue","TrumpVClinton","TrumpVClintonPCT","CumTrumpVClinton"
"Alabama","Lee, AL","Trump","UrbanPCT",72.5905010445856,13387,22.6166140122654,24.4937768794163
"Alabama","Tuscaloosa, AL","Trump","UrbanPCT",74.4919242150255,15961,19.2998790810157,25.2454586384298
"Alabama","Shelby, AL","Trump","UrbanPCT",77.0551298152088,50043,49.4232326624133,27.6022289076055
"Alabama","Mobile, AL","Trump","UrbanPCT",79.9797574771424,22930,13.2745155930692,28.6821150509661
"Alabama","Madison, AL","Trump","UrbanPCT",83.5584852349535,26698,16.340145297419,29.9394547917181
"Alabama","Montgomery, AL","Clinton","UrbanPCT",89.5087699410977,-24913,-25.9840630801644,28.7661794541889
"Alabama","Jefferson, AL","Clinton","UrbanPCT",90.1662348549507,-22105,-7.26681591500077,27.7251466064354
"Alabama","Lee, AL","Trump","MedianAge",30.3,13387,22.6166140122654,0.630459476719105
"Alabama","Pike, AL","Trump","MedianAge",31.3,2637,20.0258201701093,0.754648737950769
"Alabama","Tuscaloosa, AL","Trump","MedianAge",31.9,15961,19.2998790810157,1.50633049696426
"Alabama","Russell, AL","Clinton","MedianAge",34.8,-369,-1.91628583298712,1.48895247747451
"Alabama","Montgomery, AL","Clinton","MedianAge",35.2,-24913,-25.9840630801644,0.315677139945332
"Alabama","Perry, AL","Clinton","MedianAge",36.3,-2417,-45.7938613111027,0.201848757542249
"Alabama","Sumter, AL","Clinton","MedianAge",36.7,-3165,-49.3682732802995,0.0527933871219928
"Alabama","Dale, AL","Trump","MedianAge",36.8,9395,50.1093391647555,0.495250008006134
"Alabama","Mobile, AL","Trump","MedianAge",37,22930,13.2745155930692,1.57513615136679
"Alabama","Jefferson, AL","Clinton","MedianAge",37.4,-22105,-7.26681591500077,0.534103303613309
"Alabama","Macon, AL","Clinton","MedianAge",37.5,-6135,-67.1225382932166,0.245176069007221
"Alabama","Autauga, AL","Trump","MedianAge",37.7,12236,48.9969166700036,0.821429311491345
"Alabama","Madison, AL","Trump","MedianAge",37.8,26698,16.340145297419,2.07876905224332
"Alabama","Elmore, AL","Trump","MedianAge",37.9,19191,51.5056360708535,2.98256735042188
"Alabama","Shelby, AL","Trump","MedianAge",37.9,50043,49.4232326624133,5.33933761959751
"Alabama","Dallas, AL","Clinton","MedianAge",38.7,-7047,-37.5,5.00745983275658
"Alabama","Barbour, AL","Trump","MedianAge",38.8,583,5.5688222370809,5.03491616165232
"Alabama","Chilton, AL","Trump","MedianAge",38.8,12170,66.2529261255376,5.60806114048787
"Alabama","Coffee, AL","Trump","MedianAge",38.8,11654,56.1178793277796,6.15690514898002
"Alabama","Franklin, AL","Trump","MedianAge",38.8,7269,60.3737541528239,6.49923800445706
"Alabama","Marshall, AL","Trump","MedianAge",38.8,24316,68.8526446936233,7.64439768443777
"Alabama","Bibb, AL","Trump","MedianAge",38.9,4864,55.1536455380429,7.87346729635693
"Alabama","Houston, AL","Trump","MedianAge",39,20064,47.0555125589249,8.81837944552344
"Alabama","Limestone, AL","Trump","MedianAge",39,19599,48.6399960291855,9.74139246443864
"Alabama","Calhoun, AL","Trump","MedianAge",39.1,19623,40.9974093264249,10.6655357610442
"Alabama","Bullock, AL","Clinton","MedianAge",39.3,-2390,-50.7430997876858,10.5529789410428
"Alabama","Dekalb, AL","Trump","MedianAge",39.3,17783,68.8569658483699,11.3904676147185
"Alabama","Lowndes, AL","Clinton","MedianAge",39.5,-3132,-46.8581687612208,11.2429663761225
"Alabama","Morgan, AL","Trump","MedianAge",39.5,26232,51.796856488429,12.4783598917194
"Alabama","St. Clair, AL","Trump","MedianAge",39.8,26062,67.8697916666667,13.705747273676
"Alabama","Hale, AL","Clinton","MedianAge",40.2,-1602,-19.9253731343284,13.6303012378425
"Alabama","Wilcox, AL","Clinton","MedianAge",40.2,-2597,-42.4138494202188,13.5079957727614
"Alabama","Escambia, AL","Trump","MedianAge",40.3,5330,35.9043448972718,13.7590116098357
"Alabama","Butler, AL","Trump","MedianAge",40.5,1175,13.4562528630325,13.814348121761
"Alabama","Cullman, AL","Trump","MedianAge",40.5,29191,77.0760172154305,15.1890954576023
"Alabama","Blount, AL","Trump","MedianAge",40.7,20703,80.9090198530561,16.1641012502755
"Alabama","Etowah, AL","Trump","MedianAge",40.8,21911,49.6128068109773,17.1959976866983
"Alabama","Talladega, AL","Trump","MedianAge",40.9,8493,25.4228155775736,17.5959747043853
"Alabama","Washington, AL","Trump","MedianAge",40.9,3668,42.98605414274,17.7687188114
"Alabama","Clarke, AL","Trump","MedianAge",41.1,1391,10.674545315018,17.8342278225389
"Alabama","Lauderdale, AL","Trump","MedianAge",41.1,17947,45.4067046173308,18.6794400604322
"Alabama","Monroe, AL","Trump","MedianAge",41.1,1463,14.2439879271736,18.7483399046422
"Alabama","Cleburne, AL","Trump","MedianAge",41.3,5080,77.0514181707872,18.9875820157749
"Alabama","Crenshaw, AL","Trump","MedianAge",41.3,2849,45.4603478538376,19.121755396605
"Alabama","Lawrence, AL","Trump","MedianAge",41.7,7206,48.5939712725066,19.4611212731448
"Alabama","Baldwin, AL","Trump","MedianAge",42.2,54425,57.1601113269968,22.0242614106242
"Alabama","Colbert, AL","Trump","MedianAge",42.2,9434,37.8647401163958,22.4685547327553
"Alabama","Geneva, AL","Trump","MedianAge",42.2,8469,72.0275557067528,22.8674014727518
"Alabama","Jackson, AL","Trump","MedianAge",42.2,12999,61.94719786504,23.4795881268096
"Alabama","Marengo, AL","Clinton","MedianAge",42.2,-382,-3.4746225213753,23.4615978735709
"Alabama","Greene, AL","Clinton","MedianAge",42.4,-3175,-65.0614754098361,23.312071554113
"Alabama","Pickens, AL","Trump","MedianAge",42.4,1484,15.5522951163278,23.3819603913021
"Alabama","Walker, AL","Trump","MedianAge",42.4,19769,67.0772258414766,24.3129795438576
"Alabama","Covington, AL","Trump","MedianAge",42.6,10880,68.2559598494354,24.8253720968347
"Alabama","Randolph, AL","Trump","MedianAge",42.8,5414,53.1461666830274,25.0803439058253
"Alabama","Tallapoosa, AL","Trump","MedianAge",42.8,8075,41.4400082110233,25.4606352537379
"Alabama","Chambers, AL","Trump","MedianAge",43,2059,14.8129496402878,25.5576036605927
"Alabama","Henry, AL","Trump","MedianAge",43,3340,41.3776015857284,25.714900639172
"Alabama","Fayette, AL","Trump","MedianAge",43.2,5350,64.8563462237847,25.9668583743216
"Alabama","Conecuh, AL","Trump","MedianAge",43.7,340,5.16324981017464,25.9828706416021
"Alabama","Lamar, AL","Trump","MedianAge",43.7,4787,68.7194946884869,26.2083139459313
"Alabama","Clay, AL","Trump","MedianAge",43.8,4008,60.5072463768116,26.3970703202265
"Alabama","Winston, AL","Trump","MedianAge",43.9,8356,81.0239503539222,26.7905953360975
"Alabama","Marion, AL","Trump","MedianAge",44.1,9842,75.8009858287123,27.2541033789652
"Alabama","Choctaw, AL","Trump","MedianAge",44.9,997,13.6725178277565,27.3010569980201
"Alabama","Coosa, AL","Trump","MedianAge",45.1,1599,30.4455445544554,27.3763617491424
"Alabama","Cherokee, AL","Trump","MedianAge",45.4,7406,69.0021429236933,27.7251466064354
"Alabama","Macon, AL","Clinton","WhiteAlonePCT",16.8348486362274,-6135,-67.1225382932166,-0.288927234606089
"Alabama","Greene, AL","Clinton","WhiteAlonePCT",17.7877428998505,-3175,-65.0614754098361,-0.438453554064008
"Alabama","Sumter, AL","Clinton","WhiteAlonePCT",24.9981260775054,-3165,-49.3682732802995,-0.587508924484264
"Alabama","Lowndes, AL","Clinton","WhiteAlonePCT",25.4980450567864,-3132,-46.8581687612208,-0.735010163080233
"Alabama","Bullock, AL","Clinton","WhiteAlonePCT",26.6435662109009,-2390,-50.7430997876858,-0.847566983081627
"Alabama","Wilcox, AL","Clinton","WhiteAlonePCT",27.3520249221184,-2597,-42.4138494202188,-0.969872448162639
"Alabama","Dallas, AL","Clinton","WhiteAlonePCT",28.6686909901789,-7047,-37.5,-1.30175023500357
"Alabama","Perry, AL","Clinton","WhiteAlonePCT",30.6335923490735,-2417,-45.7938613111027,-1.41557861740665
"Alabama","Montgomery, AL","Clinton","WhiteAlonePCT",38.9238092733346,-24913,-25.9840630801644,-2.58885395493583
"Alabama","Hale, AL","Clinton","WhiteAlonePCT",39.964604090194,-1602,-19.9253731343284,-2.6642999907694
"Alabama","Marengo, AL","Clinton","WhiteAlonePCT",46.6955579631636,-382,-3.4746225213753,-2.68229024400812
"Alabama","Barbour, AL","Trump","WhiteAlonePCT",47.3637308777662,583,5.5688222370809,-2.65483391511238
"Alabama","Conecuh, AL","Trump","WhiteAlonePCT",52.1570151574038,340,5.16324981017464,-2.63882164783185
"Alabama","Jefferson, AL","Clinton","WhiteAlonePCT",52.7687830222176,-22105,-7.26681591500077,-3.67985449558532
"Alabama","Russell, AL","Clinton","WhiteAlonePCT",53.2263044149429,-369,-1.91628583298712,-3.69723251507508
"Alabama","Clarke, AL","Trump","WhiteAlonePCT",53.558037495014,1391,10.674545315018,-3.63172350393619
"Alabama","Butler, AL","Trump","WhiteAlonePCT",54.1564311683207,1175,13.4562528630325,-3.57638699201082
"Alabama","Monroe, AL","Trump","WhiteAlonePCT",55.4305261736508,1463,14.2439879271736,-3.50748714780076
"Alabama","Choctaw, AL","Trump","WhiteAlonePCT",55.8939902948862,997,13.6725178277565,-3.46053352874579
"Alabama","Pickens, AL","Trump","WhiteAlonePCT",56.1794923448832,1484,15.5522951163278,-3.39064469155664
"Alabama","Chambers, AL","Trump","WhiteAlonePCT",57.6660113266234,2059,14.8129496402878,-3.29367628470188
"Alabama","Pike, AL","Trump","WhiteAlonePCT",57.8736238877997,2637,20.0258201701093,-3.16948702347022
"Alabama","Mobile, AL","Trump","WhiteAlonePCT",60.0037175528846,22930,13.2745155930692,-2.08960088010956
"Alabama","Escambia, AL","Trump","WhiteAlonePCT",61.4287597205747,5330,35.9043448972718,-1.83858504303532
"Alabama","Talladega, AL","Trump","WhiteAlonePCT",64.6647101440377,8493,25.4228155775736,-1.43860802534836
"Alabama","Washington, AL","Trump","WhiteAlonePCT",65.6351120786021,3668,42.98605414274,-1.26586391833367
"Alabama","Tuscaloosa, AL","Trump","WhiteAlonePCT",66.1485198894532,15961,19.2998790810157,-0.514182159320176
"Alabama","Coosa, AL","Trump","WhiteAlonePCT",67.3528611589734,1599,30.4455445544554,-0.438877408197904
"Alabama","Madison, AL","Trump","WhiteAlonePCT",68.9297940757076,26698,16.340145297419,0.81846233255407
"Alabama","Houston, AL","Trump","WhiteAlonePCT",69.7065698224738,20064,47.0555125589249,1.76337448172058
"Alabama","Lee, AL","Trump","WhiteAlonePCT",69.8878011948444,13387,22.6166140122654,2.39383395843969
"Alabama","Tallapoosa, AL","Trump","WhiteAlonePCT",70.2937817413068,8075,41.4400082110233,2.77412530635235
"Alabama","Henry, AL","Trump","WhiteAlonePCT",70.3686529098076,3340,41.3776015857284,2.9314222849317
"Alabama","Crenshaw, AL","Trump","WhiteAlonePCT",71.5023676280671,2849,45.4603478538376,3.06559566576182
"Alabama","Dale, AL","Trump","WhiteAlonePCT",74.6640997874303,9395,50.1093391647555,3.50805228664596
"Alabama","Calhoun, AL","Trump","WhiteAlonePCT",75.1105891228311,19623,40.9974093264249,4.43219558325154
"Alabama","Elmore, AL","Trump","WhiteAlonePCT",75.5160159974246,19191,51.5056360708535,5.3359938814301
"Alabama","Bibb, AL","Trump","WhiteAlonePCT",76.6545744116086,4864,55.1536455380429,5.56506349334926
"Alabama","Coffee, AL","Trump","WhiteAlonePCT",76.7765898907319,11654,56.1178793277796,6.11390750184141
"Alabama","Randolph, AL","Trump","WhiteAlonePCT",77.2077004592017,5414,53.1461666830274,6.36887931083202
"Alabama","Lawrence, AL","Trump","WhiteAlonePCT",77.3477044006431,7206,48.5939712725066,6.70824518737178
"Alabama","Autauga, AL","Trump","WhiteAlonePCT",77.3999022111153,12236,48.9969166700036,7.28449842985591
"Alabama","Colbert, AL","Trump","WhiteAlonePCT",79.5514657262508,9434,37.8647401163958,7.72879175198693
"Alabama","Limestone, AL","Trump","WhiteAlonePCT",81.0539947075052,19599,48.6399960291855,8.65180477090213
"Alabama","Etowah, AL","Trump","WhiteAlonePCT",81.2520478769539,21911,49.6128068109773,9.68370120732495
"Alabama","Shelby, AL","Trump","WhiteAlonePCT",81.3079152950425,50043,49.4232326624133,12.0404714765006
"Alabama","Clay, AL","Trump","WhiteAlonePCT",81.7389377262318,4008,60.5072463768116,12.2292278507958
"Alabama","Morgan, AL","Trump","WhiteAlonePCT",82.6899637687209,26232,51.796856488429,13.4646213663927
"Alabama","Chilton, AL","Trump","WhiteAlonePCT",84.0457335858874,12170,66.2529261255376,14.0377663452283
"Alabama","Covington, AL","Trump","WhiteAlonePCT",84.3425011877738,10880,68.2559598494354,14.5501588982053
"Alabama","Fayette, AL","Trump","WhiteAlonePCT",85.546875,5350,64.8563462237847,14.8021166333549
"Alabama","Dekalb, AL","Trump","WhiteAlonePCT",86.4172341982327,17783,68.8569658483699,15.6396053070305
"Alabama","Baldwin, AL","Trump","WhiteAlonePCT",86.4314963535447,54425,57.1601113269968,18.20274544451
"Alabama","Geneva, AL","Trump","WhiteAlonePCT",86.5000932314003,8469,72.0275557067528,18.6015921845065
"Alabama","Lauderdale, AL","Trump","WhiteAlonePCT",86.9264694782018,17947,45.4067046173308,19.4468044223998
"Alabama","Lamar, AL","Trump","WhiteAlonePCT",87.3841364183118,4787,68.7194946884869,19.672247726729
"Alabama","St. Clair, AL","Trump","WhiteAlonePCT",87.3940184477779,26062,67.8697916666667,20.8996351086856
"Alabama","Franklin, AL","Trump","WhiteAlonePCT",88.2721122842511,7269,60.3737541528239,21.2419679641627
"Alabama","Jackson, AL","Trump","WhiteAlonePCT",90.9704880817253,12999,61.94719786504,21.8541546182205
"Alabama","Walker, AL","Trump","WhiteAlonePCT",91.1169091212475,19769,67.0772258414766,22.7851737707759
"Alabama","Marshall, AL","Trump","WhiteAlonePCT",92.0131894230157,24316,68.8526446936233,23.9303334507566
"Alabama","Cherokee, AL","Trump","WhiteAlonePCT",92.9214087972931,7406,69.0021429236933,24.2791183080497
"Alabama","Marion, AL","Trump","WhiteAlonePCT",93.6189818014282,9842,75.8009858287123,24.7426263509173
"Alabama","Cleburne, AL","Trump","WhiteAlonePCT",93.9741367817624,5080,77.0514181707872,24.98186846205
"Alabama","Blount, AL","Trump","WhiteAlonePCT",95.0979033096517,20703,80.9090198530561,25.9568742547232
"Alabama","Cullman, AL","Trump","WhiteAlonePCT",95.693200765763,29191,77.0760172154305,27.3316215905644
"Alabama","Winston, AL","Trump","WhiteAlonePCT",96.1748860339826,8356,81.0239503539222,27.7251466064354
"Alabama","Winston, AL","Trump","BlackAlonePCT",0.505594695399917,8356,81.0239503539222,0.393525015870983
"Alabama","Cullman, AL","Trump","BlackAlonePCT",1.19063792996974,29191,77.0760172154305,1.76827235171228
"Alabama","Blount, AL","Trump","BlackAlonePCT",1.53179691561255,20703,80.9090198530561,2.74327814438544
"Alabama","Dekalb, AL","Trump","BlackAlonePCT",1.82219845781505,17783,68.8569658483699,3.58076681806108
"Alabama","Marshall, AL","Trump","BlackAlonePCT",1.92010008693993,24316,68.8526446936233,4.72592649804179
"Alabama","Cleburne, AL","Trump","BlackAlonePCT",2.94627383015598,5080,77.0514181707872,4.96516860917446
"Alabama","Jackson, AL","Trump","BlackAlonePCT",3.09307604994325,12999,61.94719786504,5.57735526323226
"Alabama","Marion, AL","Trump","BlackAlonePCT",3.85033073353737,9842,75.8009858287123,6.04086330609992
"Alabama","Franklin, AL","Trump","BlackAlonePCT",4.9124359865967,7269,60.3737541528239,6.38319616157696
"Alabama","Cherokee, AL","Trump","BlackAlonePCT",4.92540756690249,7406,69.0021429236933,6.73198101886999
"Alabama","Walker, AL","Trump","BlackAlonePCT",5.76581769640338,19769,67.0772258414766,7.66300017142545
"Alabama","Geneva, AL","Trump","BlackAlonePCT",8.90173410404624,8469,72.0275557067528,8.06184691142202
"Alabama","St. Clair, AL","Trump","BlackAlonePCT",9.47312028323861,26062,67.8697916666667,9.28923429337864
"Alabama","Baldwin, AL","Trump","BlackAlonePCT",9.60173430845475,54425,57.1601113269968,11.8523744308581
"Alabama","Lauderdale, AL","Trump","BlackAlonePCT",9.96258235655671,17947,45.4067046173308,12.6975866687514
"Alabama","Chilton, AL","Trump","BlackAlonePCT",10.3334170108857,12170,66.2529261255376,13.270731647587
"Alabama","Lamar, AL","Trump","BlackAlonePCT",11.0733743720371,4787,68.7194946884869,13.4961749519161
"Alabama","Lawrence, AL","Trump","BlackAlonePCT",11.4571547668671,7206,48.5939712725066,13.8355408284559
"Alabama","Shelby, AL","Trump","BlackAlonePCT",11.7623937503071,50043,49.4232326624133,16.1923110976315
"Alabama","Morgan, AL","Trump","BlackAlonePCT",12.286076837026,26232,51.796856488429,17.4277046132284
"Alabama","Fayette, AL","Trump","BlackAlonePCT",12.3875473484848,5350,64.8563462237847,17.679662348378
"Alabama","Limestone, AL","Trump","BlackAlonePCT",12.8663926580711,19599,48.6399960291855,18.6026753672932
"Alabama","Covington, AL","Trump","BlackAlonePCT",13.0206408699784,10880,68.2559598494354,19.1150679202702
"Alabama","Clay, AL","Trump","BlackAlonePCT",14.5009972667504,4008,60.5072463768116,19.3038242945654
"Alabama","Etowah, AL","Trump","BlackAlonePCT",15.4434014995278,21911,49.6128068109773,20.3357207309883
"Alabama","Colbert, AL","Trump","BlackAlonePCT",15.5719638527661,9434,37.8647401163958,20.7800140531193
"Alabama","Coffee, AL","Trump","BlackAlonePCT",17.3512302491942,11654,56.1178793277796,21.3288580616114
"Alabama","Autauga, AL","Trump","BlackAlonePCT",18.6794878759892,12236,48.9969166700036,21.9051113040956
"Alabama","Dale, AL","Trump","BlackAlonePCT",19.6486584045241,9395,50.1093391647555,22.3475679249797
"Alabama","Randolph, AL","Trump","BlackAlonePCT",19.9576121511833,5414,53.1461666830274,22.6025397339703
"Alabama","Calhoun, AL","Trump","BlackAlonePCT",20.4847061244085,19623,40.9974093264249,23.5266830305759
"Alabama","Elmore, AL","Trump","BlackAlonePCT",21.2188749798794,19191,51.5056360708535,24.4304813287545
"Alabama","Bibb, AL","Trump","BlackAlonePCT",21.4386834188639,4864,55.1536455380429,24.6595509406736
"Alabama","Lee, AL","Trump","BlackAlonePCT",23.2444927209866,13387,22.6166140122654,25.2900104173927
"Alabama","Crenshaw, AL","Trump","BlackAlonePCT",23.5112641698952,2849,45.4603478538376,25.4241837982228
"Alabama","Madison, AL","Trump","BlackAlonePCT",24.0842517275818,26698,16.340145297419,26.6815235389748
"Alabama","Washington, AL","Trump","BlackAlonePCT",24.8514443725363,3668,42.98605414274,26.8542676459895
"Alabama","Houston, AL","Trump","BlackAlonePCT",26.4251357042131,20064,47.0555125589249,27.799179795156
"Alabama","Tallapoosa, AL","Trump","BlackAlonePCT",27.711223969091,8075,41.4400082110233,28.1794711430687
"Alabama","Henry, AL","Trump","BlackAlonePCT",28.3503361929052,3340,41.3776015857284,28.336768121648
"Alabama","Tuscaloosa, AL","Trump","BlackAlonePCT",30.5834638677429,15961,19.2998790810157,29.0884498806615
"Alabama","Coosa, AL","Trump","BlackAlonePCT",30.688310510565,1599,30.4455445544554,29.1637546317838
"Alabama","Talladega, AL","Trump","BlackAlonePCT",31.9547625772069,8493,25.4228155775736,29.5637316494707
"Alabama","Escambia, AL","Trump","BlackAlonePCT",33.4203242388296,5330,35.9043448972718,29.814747486545
"Alabama","Mobile, AL","Trump","BlackAlonePCT",35.0451779235295,22930,13.2745155930692,30.8946336299056
"Alabama","Pike, AL","Trump","BlackAlonePCT",38.1993666113708,2637,20.0258201701093,31.0188228911373
"Alabama","Chambers, AL","Trump","BlackAlonePCT",40.3122157340298,2059,14.8129496402878,31.1157912979921
"Alabama","Russell, AL","Clinton","BlackAlonePCT",41.869918699187,-369,-1.91628583298712,31.0984132785023
"Alabama","Monroe, AL","Trump","BlackAlonePCT",42.2289237970923,1463,14.2439879271736,31.1673131227124
"Alabama","Jefferson, AL","Clinton","BlackAlonePCT",42.3482533314315,-22105,-7.26681591500077,30.1262802749589
"Alabama","Pickens, AL","Trump","BlackAlonePCT",42.365028203062,1484,15.5522951163278,30.196169112148
"Alabama","Choctaw, AL","Trump","BlackAlonePCT",43.3072041806644,997,13.6725178277565,30.243122731203
"Alabama","Butler, AL","Trump","BlackAlonePCT",44.0257443254397,1175,13.4562528630325,30.2984592431284
"Alabama","Conecuh, AL","Trump","BlackAlonePCT",44.7104547221143,340,5.16324981017464,30.3144715104089
"Alabama","Clarke, AL","Trump","BlackAlonePCT",45.2572796170722,1391,10.674545315018,30.3799805215478
"Alabama","Barbour, AL","Trump","BlackAlonePCT",46.7659290063865,583,5.5688222370809,30.4074368504435
"Alabama","Marengo, AL","Clinton","BlackAlonePCT",51.4281493154733,-382,-3.4746225213753,30.3894465972048
"Alabama","Montgomery, AL","Clinton","BlackAlonePCT",56.0892968291122,-24913,-25.9840630801644,29.2161712596757
"Alabama","Hale, AL","Clinton","BlackAlonePCT",58.2459360251704,-1602,-19.9253731343284,29.1407252238421
"Alabama","Perry, AL","Clinton","BlackAlonePCT",68.0314803745766,-2417,-45.7938613111027,29.026896841439
"Alabama","Dallas, AL","Clinton","BlackAlonePCT",69.184419034967,-7047,-37.5,28.6950190545981
"Alabama","Bullock, AL","Clinton","BlackAlonePCT",70.7061247424611,-2390,-50.7430997876858,28.5824622345967
